code,name,market,industry,ticker
3024,憶聲,TWSE,Electronics,3024.TW
3025,星通,TWSE,Communication,3025.TW
3026,禾伸堂,TWSE,Electronics,3026.TW
3027,盛達,TWSE,Communication,3027.TW
3028,增你強,TWSE,Electronics,3028.TW
3029,零壹,TWSE,資訊服務業,3029.TW
3030,德律,TWSE,Electronics,3030.TW
3031,佰鴻,TWSE,Electronics,3031.TW
3032,偉訓,TWSE,Electronics,3032.TW
3033,威健,TWSE,Electronics,3033.TW
3034,聯詠,TWSE,Semiconductor,3034.TW
3035,智原,TWSE,Semiconductor,3035.TW
3036,文曄,TWSE,Electronics,3036.TW
3037,欣興,TWSE,Electronics,3037.TW
3038,全台,TWSE,Electronics,3038.TW
3040,遠見,TWSE,其他業,3040.TW
3041,揚智,TWSE,Semiconductor,3041.TW
3042,晶技,TWSE,Electronics,3042.TW
3043,科風,TWSE,Electronics,3043.TW
3044,健鼎,TWSE,Electronics,3044.TW
3045,台灣大,TWSE,Communication,3045.TW
3046,建��,TWSE,Computer,3046.TW
3047,訊舟,TWSE,Communication,3047.TW
3048,益登,TWSE,Electronics,3048.TW
3049,精金,TWSE,Electronics,3049.TW
3050,鈺德,TWSE,Electronics,3050.TW
3051,力特,TWSE,Electronics,3051.TW
3052,夆典,TWSE,建材營造業,3052.TW
3054,立萬利,TWSE,Other,3054.TW
3055,蔚華科,TWSE,Electronics,3055.TW
3056,富華新,TWSE,建材營造業,3056.TW
3057,喬鼎,TWSE,Computer,3057.TW
3058,立德,TWSE,Electronics,3058.TW
3059,華晶科,TWSE,Electronics,3059.TW
3060,銘異,TWSE,Computer,3060.TW
3062,建漢,TWSE,Communication,3062.TW
3090,日電貿,TWSE,Electronics,3090.TW
3092,鴻碩,TWSE,Electronics,3092.TW
3094,聯傑,TWSE,Semiconductor,3094.TW
3130,一零四,TWSE,AI Server,3130.TW
3135,凌航,TWSE,Semiconductor,3135.TW
3138,耀登,TWSE,Communication,3138.TW
3149,正達,TWSE,Electronics,3149.TW
3164,景岳,TWSE,Other,3164.TW
3167,大量,TWSE,Other,3167.TW
3168,眾福科,TWSE,Electronics,3168.TW
3189,景碩,TWSE,Semiconductor,3189.TW
3209,全科,TWSE,Electronics,3209.TW
3229,晟鈦,TWSE,Electronics,3229.TW
3231,緯創,TWSE,Computer,3231.TW
3257,虹冠電,TWSE,Semiconductor,3257.TW
3266,昇陽,TWSE,建材營造業,3266.TW
3296,勝德,TWSE,Electronics,3296.TW
3305,昇貿,TWSE,Electronics,3305.TW
3308,聯德,TWSE,Electronics,3308.TW
3311,閎暉,TWSE,Communication,3311.TW
3312,弘憶股,TWSE,Electronics,3312.TW
3321,同泰,TWSE,Electronics,3321.TW
3338,泰碩,TWSE,Electronics,3338.TW
3346,麗清,TWSE,汽車工業,3346.TW
3356,奇偶,TWSE,Electronics,3356.TW
3376,新日興,TWSE,Electronics,3376.TW
3380,明泰,TWSE,Communication,3380.TW
3406,玉晶光,TWSE,Electronics,3406.TW
3413,京鼎,TWSE,Semiconductor,3413.TW
3416,融程電,TWSE,Computer,3416.TW
3419,譁裕,TWSE,Communication,3419.TW
3432,台端,TWSE,Electronics,3432.TW
3437,榮創,TWSE,Electronics,3437.TW
3443,創意,TWSE,Semiconductor,3443.TW
3447,展達,TWSE,Communication,3447.TW
3450,聯鈞,TWSE,Semiconductor,3450.TW
3481,群創,TWSE,Electronics,3481.TW
3494,誠研,TWSE,Computer,3494.TW
3501,維熹,TWSE,Electronics,3501.TW
3504,揚明光,TWSE,Electronics,3504.TW
3515,華擎,TWSE,Computer,3515.TW
3518,柏騰,TWSE,Electronics,3518.TW
3528,安馳,TWSE,Electronics,3528.TW
3530,晶相光,TWSE,Semiconductor,3530.TW
3532,台勝科,TWSE,Semiconductor,3532.TW
3533,嘉澤,TWSE,Electronics,3533.TW
3535,晶彩科,TWSE,Electronics,3535.TW
3543,州巧,TWSE,Electronics,3543.TW
3545,敦泰,TWSE,Semiconductor,3545.TW
3550,聯穎,TWSE,Electronics,3550.TW
3557,嘉威,TWSE,Other,3557.TW
3563,牧德,TWSE,Electronics,3563.TW
3576,聯合再生,TWSE,Electronics,3576.TW
3583,辛耘,TWSE,Semiconductor,3583.TW
3588,通嘉,TWSE,Semiconductor,3588.TW
3591,艾笛森,TWSE,Electronics,3591.TW
3592,瑞鼎,TWSE,Semiconductor,3592.TW
3593,力銘,TWSE,Electronics,3593.TW
3596,智易,TWSE,Communication,3596.TW
3605,宏致,TWSE,Electronics,3605.TW
3607,谷崧,TWSE,Electronics,3607.TW
3617,碩天,TWSE,Electronics,3617.TW
3622,洋華,TWSE,Electronics,3622.TW
3645,達邁,TWSE,Electronics,3645.TW
3652,精聯,TWSE,Computer,3652.TW
3653,健策,TWSE,Electronics,3653.TW
3661,世芯-KY,TWSE,Semiconductor,3661.TW
3665,貿聯-KY,TWSE,Electronics,3665.TW
3669,圓展,TWSE,Communication,3669.TW
3673,TPK-KY,TWSE,Electronics,3673.TW
3679,新至陞,TWSE,Electronics,3679.TW
3686,達能,TWSE,Semiconductor,3686.TW
3694,海華,TWSE,Communication,3694.TW
3701,大眾控,TWSE,Computer,3701.TW
3702,大聯大,TWSE,Electronics,3702.TW
3703,欣陸,TWSE,建材營造業,3703.TW
3704,合勤控,TWSE,Communication,3704.TW
3705,永信,TWSE,Other,3705.TW
3706,神達,TWSE,Computer,3706.TW
3708,上緯投控,TWSE,Other,3708.TW
3711,日月光投控,TWSE,Semiconductor,3711.TW
3712,永崴投控,TWSE,Computer,3712.TW
3714,富采,TWSE,Electronics,3714.TW
3715,定穎投控,TWSE,Electronics,3715.TW
3716,中化控股,TWSE,Other,3716.TW
3717,聯嘉投控,TWSE,汽車工業,3717.TW
4104,佳醫,TWSE,Other,4104.TW
4106,雃博,TWSE,Other,4106.TW
4108,懷特,TWSE,Other,4108.TW
4119,旭富,TWSE,Other,4119.TW
4133,亞諾法,TWSE,Other,4133.TW
4137,麗豐-KY,TWSE,Other,4137.TW
4142,國光生,TWSE,Other,4142.TW
4148,全宇生技-KY,TWSE,Other,4148.TW
4155,訊映,TWSE,Other,4155.TW
4164,承業醫,TWSE,Other,4164.TW
4169,泰宗,TWSE,Other,4169.TW
4190,佐登-KY,TWSE,Other,4190.TW
4306,炎洲,TWSE,Other,4306.TW
4414,如興,TWSE,紡織纖維,4414.TW
4426,利勤,TWSE,紡織纖維,4426.TW
4438,廣越,TWSE,紡織纖維,4438.TW
4439,冠星-KY,TWSE,紡織纖維,4439.TW
4440,宜新實業,TWSE,紡織纖維,4440.TW
4441,振大環球,TWSE,紡織纖維,4441.TW
4526,東台,TWSE,Other,4526.TW
4532,瑞智,TWSE,Other,4532.TW
4536,拓凱,TWSE,Other,4536.TW
4540,全球傳動,TWSE,Other,4540.TW
4545,銘鈺,TWSE,Electronics,4545.TW
4551,智伸科,TWSE,汽車工業,4551.TW
4552,力達-KY,TWSE,Other,4552.TW
4555,氣立,TWSE,Other,4555.TW
4557,永新-KY,TWSE,汽車工業,4557.TW
4560,強信-KY,TWSE,Other,4560.TW
4562,穎漢,TWSE,Other,4562.TW
4564,元翎,TWSE,Other,4564.TW
4566,時碩工業,TWSE,Other,4566.TW
4569,六方科-KY,TWSE,汽車工業,4569.TW
4571,鈞興-KY,TWSE,Other,4571.TW
4572,駐龍,TWSE,Other,4572.TW
4576,大銀微系統,TWSE,Other,4576.TW
4581,光隆精密-KY,TWSE,汽車工業,4581.TW
4583,台灣精銳,TWSE,Other,4583.TW
4585,達明,TWSE,Electronics,4585.TW
4588,玖鼎電力,TWSE,Electronics,4588.TW
4720,德淵,TWSE,化學工業,4720.TW
4722,國精化,TWSE,化學工業,4722.TW
4736,泰博,TWSE,Other,4736.TW
4737,華廣,TWSE,Other,4737.TW
4739,康普,TWSE,化學工業,4739.TW
4746,台耀,TWSE,Other,4746.TW
4755,三福化,TWSE,化學工業,4755.TW
4763,材料*-KY,TWSE,化學工業,4763.TW
4764,雙鍵,TWSE,化學工業,4764.TW
4766,南寶,TWSE,化學工業,4766.TW
4770,上品,TWSE,化學工業,4770.TW
4771,望隼,TWSE,Other,4771.TW
4807,日成-KY,TWSE,貿易百貨業,4807.TW
4904,遠傳,TWSE,Communication,4904.TW
4906,正文,TWSE,Communication,4906.TW
4912,聯德控股-KY,TWSE,Electronics,4912.TW
4915,致伸,TWSE,Electronics,4915.TW
4916,事欣科,TWSE,Computer,4916.TW
4919,新唐,TWSE,Semiconductor,4919.TW
4927,泰鼎-KY,TWSE,Electronics,4927.TW
4930,燦星網,TWSE,電器電纜,4930.TW
4934,太極,TWSE,Electronics,4934.TW
4935,茂林-KY,TWSE,Electronics,4935.TW
4938,和碩,TWSE,Computer,4938.TW
4942,嘉彰,TWSE,Electronics,4942.TW
4943,康控-KY,TWSE,Electronics,4943.TW
4949,有成精密,TWSE,Electronics,4949.TW
4952,凌通,TWSE,Semiconductor,4952.TW
4956,光鋐,TWSE,Electronics,4956.TW
4958,臻鼎-KY,TWSE,Electronics,4958.TW
4960,誠美材,TWSE,Electronics,4960.TW
4961,天鈺,TWSE,Semiconductor,4961.TW
4967,十銓,TWSE,Semiconductor,4967.TW
4968,立積,TWSE,Semiconductor,4968.TW
4976,佳凌,TWSE,Electronics,4976.TW
4977,眾達-KY,TWSE,Communication,4977.TW
4989,榮科,TWSE,Electronics,4989.TW
4994,傳奇,TWSE,資訊服務業,4994.TW
4999,鑫禾,TWSE,Electronics,4999.TW
5007,三星,TWSE,Other,5007.TW
5203,訊連,TWSE,資訊服務業,5203.TW
5215,科嘉-KY,TWSE,Computer,5215.TW
5222,全訊,TWSE,Semiconductor,5222.TW
5225,東科-KY,TWSE,Electronics,5225.TW
5234,達興材料,TWSE,Electronics,5234.TW
5243,乙盛-KY,TWSE,Electronics,5243.TW
5244,弘凱,TWSE,Electronics,5244.TW
5258,虹堡,TWSE,Computer,5258.TW
5269,祥碩,TWSE,Semiconductor,5269.TW
5283,禾聯碩,TWSE,電器電纜,5283.TW
5284,jpp-KY,TWSE,其他業,5284.TW
5285,界霖,TWSE,Semiconductor,5285.TW
5288,豐祥-KY,TWSE,Other,5288.TW
5292,華懋,TWSE,Other,5292.TW
5306,桂盟,TWSE,Other,5306.TW
5388,中磊,TWSE,Communication,5388.TW
5434,崇越,TWSE,Electronics,5434.TW
5469,瀚宇博,TWSE,Electronics,5469.TW
5471,松翰,TWSE,Semiconductor,5471.TW
5484,慧友,TWSE,Electronics,5484.TW
5515,建國,TWSE,建材營造業,5515.TW
5519,隆大,TWSE,建材營造業,5519.TW
5521,工信,TWSE,建材營造業,5521.TW
5522,遠雄,TWSE,建材營造業,5522.TW
5525,順天,TWSE,建材營造業,5525.TW
5531,鄉林,TWSE,建材營造業,5531.TW
5533,皇鼎,TWSE,建材營造業,5533.TW
5534,長虹,TWSE,建材營造業,5534.TW
5538,東明-KY,TWSE,Other,5538.TW
5546,永固-KY,TWSE,建材營造業,5546.TW
5607,遠雄港,TWSE,Other,5607.TW
5608,四維航,TWSE,Other,5608.TW
5706,鳳凰,TWSE,觀光餐旅,5706.TW
5871,中租-KY,TWSE,其他業,5871.TW
5876,上海商銀,TWSE,Other,5876.TW
5880,合庫金,TWSE,Other,5880.TW
5906,台南-KY,TWSE,貿易百貨業,5906.TW
5907,大洋-KY,TWSE,貿易百貨業,5907.TW
6005,群益證,TWSE,Other,6005.TW
6024,群益期,TWSE,Other,6024.TW
6108,競國,TWSE,Electronics,6108.TW
6112,邁達特,TWSE,資訊服務業,6112.TW
6115,鎰勝,TWSE,Electronics,6115.TW
6116,彩晶,TWSE,Electronics,6116.TW
6117,迎廣,TWSE,Computer,6117.TW
6120,達運,TWSE,Electronics,6120.TW
6128,上福,TWSE,Computer,6128.TW
6133,金橋,TWSE,Electronics,6133.TW
6136,富爾特,TWSE,Communication,6136.TW
6139,亞翔,TWSE,Electronics,6139.TW
6141,柏承,TWSE,Electronics,6141.TW
6142,友勁,TWSE,Communication,6142.TW
6152,百一,TWSE,Communication,6152.TW
6153,嘉聯益,TWSE,Electronics,6153.TW
6155,鈞寶,TWSE,Electronics,6155.TW
6164,華興,TWSE,Electronics,6164.TW
6165,浪凡,TWSE,AI Server,6165.TW
6166,凌華,TWSE,Computer,6166.TW
6168,宏齊,TWSE,Electronics,6168.TW
6176,瑞儀,TWSE,Electronics,6176.TW
6177,達麗,TWSE,建材營造業,6177.TW
6183,關貿,TWSE,資訊服務業,6183.TW
6184,大豐電,TWSE,其他業,6184.TW
6189,豐藝,TWSE,Electronics,6189.TW
6191,精成科,TWSE,Electronics,6191.TW
6192,巨路,TWSE,Electronics,6192.TW
6196,帆宣,TWSE,Electronics,6196.TW
6197,佳必琪,TWSE,Electronics,6197.TW
6201,亞弘電,TWSE,Electronics,6201.TW
6202,盛群,TWSE,Semiconductor,6202.TW
6205,詮欣,TWSE,Electronics,6205.TW
6206,飛捷,TWSE,Computer,6206.TW
6209,今國光,TWSE,Electronics,6209.TW
6213,聯茂,TWSE,Electronics,6213.TW
6214,精誠,TWSE,資訊服務業,6214.TW
6215,和椿,TWSE,Electronics,6215.TW
6216,居易,TWSE,Communication,6216.TW
6224,聚鼎,TWSE,Electronics,6224.TW
6225,天瀚,TWSE,Electronics,6225.TW
6226,光鼎,TWSE,Electronics,6226.TW
6230,尼得科超眾,TWSE,Computer,6230.TW
6235,華孚,TWSE,Computer,6235.TW
6239,力成,TWSE,Semiconductor,6239.TW
6243,迅杰,TWSE,Semiconductor,6243.TW
6257,矽格,TWSE,Semiconductor,6257.TW
6269,台郡,TWSE,Electronics,6269.TW
6271,同欣電,TWSE,Semiconductor,6271.TW
6272,驊陞,TWSE,Electronics,6272.TW
6277,宏正,TWSE,Computer,6277.TW
6278,台表科,TWSE,Electronics,6278.TW
6281,全國電,TWSE,Electronics,6281.TW
6282,康舒,TWSE,Electronics,6282.TW
6283,淳安,TWSE,Electronics,6283.TW
6285,啟��,TWSE,Communication,6285.TW
6405,悅城,TWSE,Electronics,6405.TW
6409,旭隼,TWSE,Electronics,6409.TW
6412,群電,TWSE,Electronics,6412.TW
6414,樺漢,TWSE,Computer,6414.TW
6415,矽力*-KY,TWSE,Semiconductor,6415.TW
6416,瑞祺電通,TWSE,Communication,6416.TW
6426,統新,TWSE,Communication,6426.TW
6431,光麗-KY,TWSE,Other,6431.TW
6438,迅得,TWSE,Electronics,6438.TW
6442,光聖,TWSE,Communication,6442.TW
6443,元晶,TWSE,Electronics,6443.TW
6446,藥華藥,TWSE,Other,6446.TW
6449,鈺邦,TWSE,Electronics,6449.TW
6451,訊芯-KY,TWSE,Semiconductor,6451.TW
6456,GIS-KY,TWSE,Electronics,6456.TW
6464,台數科,TWSE,其他業,6464.TW
6472,保瑞,TWSE,Other,6472.TW
6477,安集,TWSE,Electronics,6477.TW
6491,晶碩,TWSE,Other,6491.TW
6504,南六,TWSE,其他業,6504.TW
6505,台塑化,TWSE,Other,6505.TW
6515,穎崴,TWSE,Semiconductor,6515.TW
6525,捷敏-KY,TWSE,Semiconductor,6525.TW
6526,達發,TWSE,Semiconductor,6526.TW
6531,愛普*,TWSE,Semiconductor,6531.TW
6533,晶心科,TWSE,Semiconductor,6533.TW
6541,泰福-KY,TWSE,Other,6541.TW
6550,北極星藥業-KY,TWSE,Other,6550.TW
6552,易華電,TWSE,Semiconductor,6552.TW
6558,興能高,TWSE,Electronics,6558.TW
6573,虹揚-KY,TWSE,Semiconductor,6573.TW
6579,研揚,TWSE,Computer,6579.TW
6581,鋼聯,TWSE,Other,6581.TW
6582,申豐,TWSE,橡膠工業,6582.TW
6585,鼎基,TWSE,其他業,6585.TW
6589,台康生技,TWSE,Other,6589.TW
6591,動力-KY,TWSE,Computer,6591.TW
6592,和潤企業,TWSE,其他業,6592.TW
6598,ABC-KY,TWSE,Other,6598.TW
6605,帝寶,TWSE,汽車工業,6605.TW
6606,建德工業,TWSE,Other,6606.TW
6614,資拓宏宇,TWSE,AI Server,6614.TW
6625,必應,TWSE,其他業,6625.TW
6641,基士德-KY,TWSE,Other,6641.TW
6655,科定,TWSE,其他業,6655.TW
6657,華安,TWSE,Other,6657.TW
6658,聯策,TWSE,Electronics,6658.TW
6666,羅麗芬-KY,TWSE,Other,6666.TW
6668,中揚光,TWSE,Electronics,6668.TW
6669,緯穎,TWSE,Computer,6669.TW
6670,復盛應用,TWSE,Other,6670.TW
6671,三能-KY,TWSE,Other,6671.TW
6672,騰輝電子-KY,TWSE,Electronics,6672.TW
6674,鋐寶科技,TWSE,Communication,6674.TW
6689,伊雲谷,TWSE,AI Server,6689.TW
6691,洋基工程,TWSE,Electronics,6691.TW
6695,芯鼎,TWSE,Semiconductor,6695.TW
6698,旭暉應材,TWSE,Electronics,6698.TW
6706,惠特,TWSE,Electronics,6706.TW
6715,嘉基,TWSE,Electronics,6715.TW
6719,力智,TWSE,Semiconductor,6719.TW
6722,輝創,TWSE,Electronics,6722.TW
6742,澤米,TWSE,Electronics,6742.TW
6743,安普新,TWSE,Electronics,6743.TW
6753,龍德造船,TWSE,Other,6753.TW
6754,匯僑設計,TWSE,Other,6754.TW
6756,威鋒電子,TWSE,Semiconductor,6756.TW
6757,台灣虎航,TWSE,Other,6757.TW
6768,志強-KY,TWSE,Other,6768.TW
6770,力積電,TWSE,Semiconductor,6770.TW
6776,展�眥篕�,TWSE,Electronics,6776.TW
6781,AES-KY,TWSE,Electronics,6781.TW
6782,視陽,TWSE,Other,6782.TW
6789,采鈺,TWSE,Semiconductor,6789.TW
6790,永豐實,TWSE,造紙工業,6790.TW
6792,詠業,TWSE,Communication,6792.TW
6794,向榮生技,TWSE,Other,6794.TW
6796,晉弘,TWSE,Other,6796.TW
6799,來頡,TWSE,Semiconductor,6799.TW
6805,富世達,TWSE,Electronics,6805.TW
6806,森崴能源,TWSE,Other,6806.TW
6807,峰源-KY,TWSE,Other,6807.TW
6830,汎銓,TWSE,Electronics,6830.TW
6831,邁科,TWSE,Computer,6831.TW
6834,天二科技,TWSE,Electronics,6834.TW
6835,圓裕,TWSE,Electronics,6835.TW
6838,台新藥,TWSE,Other,6838.TW
6861,睿生光電,TWSE,Other,6861.TW
6862,三集瑞-KY,TWSE,Electronics,6862.TW
6863,永道-KY,TWSE,Communication,6863.TW
6869,雲豹能源,TWSE,Other,6869.TW
6873,泓德能源,TWSE,Other,6873.TW
6885,全福生技,TWSE,Other,6885.TW
6887,寶綠特-KY,TWSE,Other,6887.TW
6890,來億-KY,TWSE,Other,6890.TW
6901,鑽石投資,TWSE,其他業,6901.TW
6902,GOGOLOOK,TWSE,AI Server,6902.TW
6906,現觀科,TWSE,AI Server,6906.TW
6909,創控,TWSE,Semiconductor,6909.TW
6914,阜爾運通,TWSE,其他業,6914.TW
6916,華凌,TWSE,Electronics,6916.TW
6918,愛派司,TWSE,Other,6918.TW
6919,康霈*,TWSE,Other,6919.TW
6923,中台,TWSE,Other,6923.TW
6928,攸泰科技,TWSE,Computer,6928.TW
6931,青松健康,TWSE,Other,6931.TW
6933,AMAX-KY,TWSE,Computer,6933.TW
6934,心誠鎂,TWSE,Other,6934.TW
6936,永鴻生技,TWSE,Other,6936.TW
6937,天虹,TWSE,Semiconductor,6937.TW
6944,兆聯實業,TWSE,Other,6944.TW
6952,大武山,TWSE,其他業,6952.TW
6957,裕慶-KY,TWSE,其他業,6957.TW
6958,日盛台駿,TWSE,其他業,6958.TW
6962,奕力-KY,TWSE,Semiconductor,6962.TW
6965,中傑-KY,TWSE,Other,6965.TW
6994,富威電力,TWSE,Other,6994.TW
7705,三商餐飲,TWSE,觀光餐旅,7705.TW
7711,永擎,TWSE,Computer,7711.TW
7721,微程式,TWSE,AI Server,7721.TW
7722,LINEPAY,TWSE,AI Server,7722.TW
7732,金興精密,TWSE,汽車工業,7732.TW
7736,虎山,TWSE,汽車工業,7736.TW
7749,意騰-KY,TWSE,Semiconductor,7749.TW
7750,新代,TWSE,Other,7750.TW
7765,中華資安,TWSE,AI Server,7765.TW
7769,鴻勁,TWSE,Semiconductor,7769.TW
7780,大研生醫*,TWSE,Other,7780.TW
7786,東方風能,TWSE,Other,7786.TW
7788,松川精密,TWSE,Electronics,7788.TW
7791,皇家可口,TWSE,Other,7791.TW
7795,長廣,TWSE,Electronics,7795.TW
7799,禾榮科,TWSE,Other,7799.TW
7821,神數,TWSE,汽車工業,7821.TW
7822,倍利科,TWSE,Semiconductor,7822.TW
8011,台通,TWSE,Communication,8011.TW
8016,矽創,TWSE,Semiconductor,8016.TW
8021,尖點,TWSE,Electronics,8021.TW
8028,昇陽半導體,TWSE,Semiconductor,8028.TW
8033,雷虎,TWSE,其他業,8033.TW
8039,台虹,TWSE,Electronics,8039.TW
8045,達運光電,TWSE,Communication,8045.TW
8046,南電,TWSE,Electronics,8046.TW
8070,長華*,TWSE,Electronics,8070.TW
8072,陞泰,TWSE,Electronics,8072.TW
8081,致新,TWSE,Semiconductor,8081.TW
8101,華冠,TWSE,Communication,8101.TW
8103,瀚荃,TWSE,Electronics,8103.TW
8104,錸寶,TWSE,Electronics,8104.TW
8105,凌巨,TWSE,Electronics,8105.TW
8110,華東,TWSE,Semiconductor,8110.TW
8112,至上,TWSE,Electronics,8112.TW
8114,振樺電,TWSE,Computer,8114.TW
8131,福懋科,TWSE,Semiconductor,8131.TW
8150,南茂,TWSE,Semiconductor,8150.TW
8163,達方,TWSE,Computer,8163.TW
8201,無敵,TWSE,Electronics,8201.TW
8210,勤誠,TWSE,Computer,8210.TW
8213,志超,TWSE,Electronics,8213.TW
8215,明基材,TWSE,Electronics,8215.TW
8222,寶一,TWSE,Other,8222.TW
8249,菱光,TWSE,Electronics,8249.TW
8261,富鼎,TWSE,Semiconductor,8261.TW
8271,宇瞻,TWSE,Semiconductor,8271.TW
8341,日友,TWSE,Other,8341.TW
8367,建新國際,TWSE,Other,8367.TW
8374,羅昇,TWSE,Other,8374.TW
8404,百和興業-KY,TWSE,其他業,8404.TW
8411,福貞-KY,TWSE,其他業,8411.TW
8422,可寧衛*,TWSE,Other,8422.TW
8429,金麗-KY,TWSE,貿易百貨業,8429.TW
8438,昶昕,TWSE,Other,8438.TW
8442,威宏-KY,TWSE,其他業,8442.TW
8443,阿瘦,TWSE,貿易百貨業,8443.TW
8454,富邦媒,TWSE,AI Server,8454.TW
8462,柏文,TWSE,Other,8462.TW
8463,潤泰材,TWSE,其他業,8463.TW
8464,億豐,TWSE,Other,8464.TW
8466,美吉吉-KY,TWSE,其他業,8466.TW
8467,波力-KY,TWSE,Other,8467.TW
8473,山林水,TWSE,Other,8473.TW
8476,台境*,TWSE,Other,8476.TW
